Start time,End time,Dataset,Augmentation technique,Dataset Reduction (r),Experiment #,Training Epochs,Test loss,Test accuracy
2017-02-07 08:14:28.679873,2017-02-07 08:18:03.536722,TREC,No Augmentation,0.23657200643706267,5,789,2.46671843529,40.625
2017-02-07 08:18:03.536822,2017-02-07 08:22:11.861103,TREC,No Augmentation,0.2596373105057561,5,885,2.19982886314,48.0952382088
2017-02-07 08:22:11.861207,2017-02-07 08:26:32.630556,TREC,No Augmentation,0.2839966563652008,5,631,2.23511910439,44.7826087475
2017-02-07 08:26:32.630670,2017-02-07 08:30:04.299329,TREC,No Augmentation,0.30980391997148626,5,517,2.36884021759,41.0358577967
2017-02-07 08:30:04.299440,2017-02-07 08:34:33.159775,TREC,No Augmentation,0.3372421683184259,5,606,2.31638407707,41.391941905
2017-02-07 08:34:33.159882,2017-02-07 08:38:41.598047,TREC,No Augmentation,0.36653154442041347,5,570,2.34962630272,42.9054051638
2017-02-07 08:38:41.598140,2017-02-07 08:42:41.968754,TREC,No Augmentation,0.3979400086720376,5,534,2.13919210434,45.6521749496
2017-02-07 08:42:41.968855,2017-02-07 08:47:52.533937,TREC,No Augmentation,0.431798275933005,5,650,2.12732172012,47.2779363394
2017-02-07 08:47:52.534036,2017-02-07 08:52:06.743118,TREC,No Augmentation,0.46852108295774486,5,506,1.93617105484,48.8126635551
2017-02-07 08:52:06.743241,2017-02-07 08:57:13.893825,TREC,No Augmentation,0.5086383061657274,5,604,2.00142121315,54.2579054832
2017-02-07 08:57:13.893987,2017-02-07 09:02:37.028827,TREC,No Augmentation,0.5528419686577808,5,488,2.00881290436,48.5458612442
2017-02-07 09:02:37.028914,2017-02-07 09:08:05.128101,TREC,No Augmentation,0.6020599913279624,5,473,1.95900702477,50.3080070019
2017-02-07 09:08:05.128198,2017-02-07 09:13:13.717775,TREC,No Augmentation,0.6575773191777937,5,569,1.92298769951,50.8474588394
2017-02-07 09:13:13.717878,2017-02-07 09:18:03.314106,TREC,No Augmentation,0.7212463990471711,5,506,1.89008271694,46.6552317142
2017-02-07 09:18:03.314230,2017-02-07 09:24:33.272798,TREC,No Augmentation,0.7958800173440752,5,619,1.75413501263,53.9657831192
2017-02-07 09:24:33.272917,2017-02-07 09:29:58.381754,TREC,No Augmentation,0.8860566476931633,5,410,1.77464866638,52.7932941914
2017-02-07 09:29:58.381887,2017-02-07 09:36:30.559791,TREC,No Augmentation,1.0,5,457,1.95692038536,50.8663356304
2017-02-07 09:36:30.559911,2017-02-07 09:37:25.750173,TREC,No Augmentation,0.01322826573375524,6,385,3.29632973671,9.09090936184
2017-02-07 09:37:25.750273,2017-02-07 09:38:48.254862,TREC,No Augmentation,0.026872146400301333,6,405,3.54895925522,27.2727280855
2017-02-07 09:38:48.254950,2017-02-07 09:39:20.101827,TREC,No Augmentation,0.04095860767890647,6,121,3.47853279114,17.6470592618
2017-02-07 09:39:20.101923,2017-02-07 09:41:27.480267,TREC,No Augmentation,0.05551732784983132,6,604,3.1266746521,26.6666680574
2017-02-07 09:41:27.480367,2017-02-07 09:42:52.862299,TREC,No Augmentation,0.07058107428570726,6,491,2.6541287899,29.8245608807
2017-02-07 09:42:52.862402,2017-02-07 09:44:22.811442,TREC,No Augmentation,0.08618614761628329,6,395,3.00680279732,27.1428585052
2017-02-07 09:44:22.811543,2017-02-07 09:46:15.600414,TREC,No Augmentation,0.10237290870955862,6,577,2.6714951992,40.9638553858
2017-02-07 09:46:15.600505,2017-02-07 09:48:04.865699,TREC,No Augmentation,0.11918640771920863,6,500,2.54051470757,35.0515455008
2017-02-07 09:48:04.865789,2017-02-07 09:50:42.541716,TREC,No Augmentation,0.1366771398795441,6,664,2.6106262207,34.2342346907
2017-02-07 09:50:42.541822,2017-02-07 09:53:29.409797,TREC,No Augmentation,0.1549019599857432,6,741,2.50977826118,34.9206358194
2017-02-07 09:53:29.409897,2017-02-07 09:56:04.428864,TREC,No Augmentation,0.17392519729917355,6,655,2.40971636772,36.1702114344
2017-02-07 09:56:04.428967,2017-02-07 09:59:25.410464,TREC,No Augmentation,0.19382002601611292,6,752,2.28544092178,45.8598732948
2017-02-07 09:59:25.410558,2017-02-07 10:03:19.657381,TREC,No Augmentation,0.21467016498923297,6,859,2.35107946396,31.0344815254
2017-02-07 10:03:19.657479,2017-02-07 10:06:26.316138,TREC,No Augmentation,0.23657200643706267,6,721,2.38926482201,41.1458343267
2017-02-07 10:06:26.316241,2017-02-07 10:09:45.894428,TREC,No Augmentation,0.2596373105057561,6,735,2.36077833176,42.8571432829
2017-02-07 10:09:45.894535,2017-02-07 10:13:33.691801,TREC,No Augmentation,0.2839966563652008,6,553,2.24128842354,44.7826087475
